Sentence #,Word,POS,Tag
,HOUSTON,I-NP,B-LOC
,"
",I-NP,B-LOC
,FLORIDA,B-NP,B-ORG
,AT,I-NP,O
,ST,I-NP,B-LOC
,LOUIS,I-NP,I-LOC
,"
",I-NP,I-LOC
,CINCINNATI,B-NP,B-ORG
,AT,I-NP,O
,COLORADO,I-NP,B-LOC
,"
",I-NP,B-LOC
,"
",-X-,O
,BASEBALL,B-NP,O
Sentence :3932,-,B-NP,O
,GIANTS,B-NP,B-ORG
,EDGE,I-NP,O
,PHILLIES,I-NP,B-ORG
,1-0,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,SAN,B-NP,B-LOC
,FRANCISCO,I-NP,I-LOC
,1996-08-27,I-NP,O
,"
",I-NP,O
,William,B-NP,B-PER
,VanLandingham,I-NP,I-PER
,pitched,B-VP,O
,eight,B-NP,O
,scoreless,I-NP,O
,innings,I-NP,O
,and,O,O
,Glenallen,B-NP,B-PER
,Hill,I-NP,I-PER
,drove,B-VP,O
,in,B-PP,O
,the,B-NP,O
,game,I-NP,O
,'s,B-NP,O
,only,I-NP,O
,run,I-NP,O
,with,B-PP,O
,a,B-NP,O
,first-inning,I-NP,O
,single,I-NP,O
,as,B-PP,O
,the,B-NP,O
,San,I-NP,B-ORG
,Francisco,I-NP,I-ORG
,Giants,I-NP,I-ORG
,claimed,B-VP,O
,a,B-NP,O
,1-0,I-NP,O
,victory,I-NP,O
,over,B-PP,O
,the,B-NP,O
,Philadelphia,I-NP,B-ORG
,Phillies,I-NP,I-ORG
,on,B-PP,O
,Monday,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,VanLandingham,B-NP,B-PER
,(,O,O
,8-13,B-NP,O
,),O,O
,",",O,O
,who,B-NP,O
,entered,B-VP,O
,the,B-NP,O
,game,I-NP,O
,with,B-PP,O
,one,B-NP,O
,complete,I-NP,O
,game,I-NP,O
,in,B-PP,O
,the,B-NP,O
,first,I-NP,O
,56,I-NP,O
,starts,I-NP,O
,of,B-PP,O
,his,B-NP,O
,career,I-NP,O
,",",O,O
,limited,B-NP,O
,the,B-NP,O
,Phillies,I-NP,B-ORG
,to,B-VP,O
,two,B-NP,O
,hits,I-NP,O
,and,O,O
,two,B-NP,O
,walks,I-NP,O
,with,B-PP,O
,four,B-NP,O
,strikeouts,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,"""",O,O
,We,B-NP,O
,'ve,B-VP,O
,been,I-VP,O
,working,I-VP,O
,all,B-NP,O
,year,I-NP,O
,on,B-PP,O
,my,B-NP,O
,follow-through,I-NP,O
,",",O,O
,and,O,O
,I,B-NP,O
,really,B-ADVP,O
,concentrated,B-NP,O
,on,B-PP,O
,that,B-NP,O
,",",O,O
,"""",O,O
,VanLandingham,B-NP,B-PER
,said,B-VP,O
,.,B-VP,O
,.,.,0
,"""",O,O
,"
",O,O
,It,B-NP,O
,gave,B-VP,O
,me,B-NP,O
,more,B-NP,O
,life,I-NP,O
,in,B-PP,O
,all,B-NP,O
,of,B-PP,O
,my,B-NP,O
,pitches,I-NP,O
,",",O,O
,so,B-SBAR,O
,the,B-NP,O
,ball,I-NP,O
,moved,B-VP,O
,more,B-NP,O
,.,B-NP,O
,.,.,0
,"""",O,O
,"
",O,O
,At,B-PP,O
,Colorado,B-NP,B-LOC
,",",O,O
,Andres,B-NP,B-PER
,Galarraga,I-NP,I-PER
,homered,B-VP,O
,and,I-VP,O
,drove,I-VP,O
,in,B-PP,O
,three,B-NP,O
,runs,I-NP,O
,as,B-PP,O
,the,B-NP,O
,Colorado,I-NP,B-ORG
,Rockies,I-NP,I-ORG
,had,B-VP,O
,10,B-NP,O
,extra-base,I-NP,O
,hits,I-NP,O
,and,O,O
,Billy,B-NP,B-PER
,Swift,I-NP,I-PER
,won,B-VP,O
,his,B-NP,O
,first,I-NP,O
,game,I-NP,O
,in,B-PP,O
,almost,B-NP,O
,a,I-NP,O
,year,I-NP,O
,in,B-PP,O
,a,B-NP,O
,9-5,I-NP,O
,rain-shortened,I-NP,O
,seven-inning,I-NP,O
,victory,I-NP,O
,over,B-PP,O
,the,B-NP,O
,Cincinnati,I-NP,B-ORG
,Reds,I-NP,I-ORG
,.,I-NP,I-ORG
,.,.,0
,"
",I-NP,I-ORG
,Swift,B-NP,B-PER
,(,O,O
,1-0,B-NP,O
,),O,O
,",",O,O
,who,B-NP,O
,made,B-VP,O
,his,B-NP,O
,first,I-NP,O
,start,I-NP,O
,since,B-PP,O
,June,B-NP,O
,3rd,I-NP,O
,and,O,O
,underwent,B-VP,O
,arthroscopic,B-NP,O
,surgery,I-NP,O
,on,B-PP,O
,his,B-NP,O
,right,I-NP,O
,shoulder,I-NP,O
,earlier,B-ADVP,O
,in,B-PP,O
,the,B-NP,O
,season,I-NP,O
,",",O,O
,allowed,B-VP,O
,five,B-NP,O
,runs,I-NP,O
,and,O,O
,six,B-NP,O
,hits,I-NP,O
,in,B-PP,O
,five,B-NP,O
,innings,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,In,B-PP,O
,Houston,B-NP,B-LOC
,",",O,O
,Andy,B-NP,B-PER
,Benes,I-NP,I-PER
,allowed,B-VP,O
,two,B-NP,O
,runs,I-NP,O
,over,B-PP,O
,seven,B-NP,O
,innings,I-NP,O
,and,O,O
,Royce,B-NP,B-PER
,Clayton,I-NP,I-PER
,had,B-VP,O
,a,B-NP,O
,run-scoring,I-NP,O
,single,I-NP,O
,in,B-PP,O
,the,B-NP,O
,seventh,I-NP,O
,to,B-VP,O
,lift,I-VP,O
,the,B-NP,O
,St.,I-NP,B-ORG
,Louis,I-NP,I-ORG
,Cardinals,I-NP,I-ORG
,to,B-VP,O
,a,B-NP,O
,3-2,I-NP,O
,victory,I-NP,O
,over,B-PP,O
,the,B-NP,O
,Houston,I-NP,B-ORG
,Astros,I-NP,I-ORG
,.,I-NP,I-ORG
,.,.,0
,"
",I-NP,I-ORG
,Benes,B-NP,B-PER
,(,O,O
,14-9,B-NP,O
,),O,O
,allowed,B-VP,O
,five,B-NP,O
,hits,I-NP,O
,",",O,O
,walked,B-VP,O
,five,B-NP,O
,and,O,O
,struck,B-VP,O
,out,B-ADVP,O
,10,B-NP,O
,for,B-PP,O
,his,B-NP,O
,11th,I-NP,O
,win,I-NP,O
,in,B-PP,O
,12,B-NP,O
,decisions,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,The,B-NP,O
,Cardinals,I-NP,B-ORG
,moved,B-VP,O
,within,B-PP,O
,one-half,B-NP,O
,game,I-NP,O
,of,B-PP,O
,first-place,B-NP,O
,Houston,I-NP,B-ORG
,in,B-PP,O
,the,B-NP,O
,National,I-NP,B-MISC
,League,I-NP,I-MISC
,Central,I-NP,I-MISC
,Division,I-NP,I-MISC
,.,I-NP,I-MISC
,.,.,0
,"
",I-NP,I-MISC
,"
",-X-,O
,BASEBALL,B-NP,O
Sentence :3942,-,B-NP,O
,ORIOLES,B-NP,B-ORG
,WIN,I-NP,O
,",",O,O
,YANKEES,B-NP,B-ORG
,LOSE,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,BALTIMORE,B-VP,B-LOC
,1996-08-27,B-NP,O
,"
",B-NP,O
,Cal,B-NP,B-PER
,Ripken,I-NP,I-PER
,'s,B-NP,O
,bases-loaded,I-NP,O
,walk,I-NP,O
,scored,B-VP,O
,Brady,B-NP,B-PER
,Anderson,I-NP,I-PER
,with,B-PP,O
,the,B-NP,O
,winning,I-NP,O
,run,B-VP,O
,in,B-PP,O
,the,B-NP,O
,bottom,I-NP,O
,of,B-PP,O
,the,B-NP,O
,10th,I-NP,O
,as,B-PP,O
,the,B-NP,O
,Baltimore,I-NP,B-ORG
,Orioles,I-NP,I-ORG
,regained,B-VP,O
,control,B-NP,O
,of,B-PP,O
,the,B-NP,O
,top,I-NP,O
,spot,I-NP,O
,in,B-PP,O
,the,B-NP,O
,wild-card,I-NP,O
,race,I-NP,O
,with,B-PP,O
,a,B-NP,O
,wild,I-NP,O
,12-11,I-NP,O
,victory,I-NP,O
,over,B-PP,O
,the,B-NP,O
,Oakland,I-NP,B-ORG
,Athletics,I-NP,I-ORG
,.,I-NP,I-ORG
,.,.,0
,"
",I-NP,I-ORG
,Trailing,B-VP,O
,by,B-PP,O
,a,B-NP,O
,run,I-NP,O
,entering,B-VP,O
,the,B-NP,O
,11th,I-NP,O
,",",O,O
,the,B-NP,O
,Orioles,I-NP,B-ORG
,rallied,B-VP,O
,against,B-PP,O
,Oakland,B-NP,B-ORG
,reliever,I-NP,O
,Mark,I-NP,B-PER
,Acre,I-NP,I-PER
,(,O,O
,0-2,B-NP,O
,),O,O
,with,B-PP,O
,a,B-NP,O
,walk,I-NP,O
,and,O,O
,a,B-NP,O
,triple,I-NP,O
,by,B-PP,O
,Brady,B-NP,B-PER
,Anderson,I-NP,I-PER
,to,B-VP,O
,tie,I-VP,O
,the,B-NP,O
,game,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Then,B-ADVP,O
,Oakland,B-NP,B-ORG
,manager,I-NP,O
,Art,I-NP,B-PER
,Howe,I-NP,I-PER
,decided,B-VP,O
,to,I-VP,O
,intentionally,I-VP,O
,walk,I-VP,O
,Rafael,B-NP,B-PER
,Palmeiro,I-NP,I-PER
,and,I-NP,O
,Bobby,I-NP,B-PER
,Bonilla,I-NP,I-PER
,to,B-VP,O
,load,I-VP,O
,the,B-NP,O
,bases,I-NP,O
,but,O,O
,Acre,B-NP,B-PER
,was,B-VP,O
,nowhere,B-ADVP,O
,near,B-PP,O
,the,B-NP,O
,plate,I-NP,O
,to,B-PP,O
,Ripken,B-NP,B-PER
,.,B-NP,B-PER
,.,.,0
,"
",B-NP,B-PER
,The,B-NP,O
,decisive,I-NP,O
,pitch,I-NP,O
,nearly,B-ADVP,O
,hit,B-VP,O
,Ripken,B-NP,B-PER
,and,O,O
,gave,B-VP,O
,the,B-NP,O
,Orioles,I-NP,B-ORG
,a,B-NP,O
,one-half,I-NP,O
,game,I-NP,O
,lead,I-NP,O
,over,B-PP,O
,the,B-NP,O
,Chicago,I-NP,B-ORG
,White,I-NP,I-ORG
,Sox,I-NP,I-ORG
,in,B-PP,O
,the,B-NP,O
,wild-card,I-NP,O
,race,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,In,B-PP,O
,Seattle,B-NP,B-LOC
,",",O,O
,Jay,B-NP,B-PER
,Buhner,I-NP,I-PER
,'s,B-NP,O
,eighth-inning,I-NP,O
,single,I-NP,O
,snapped,I-NP,O
,a,I-NP,O
,tie,I-NP,O
,as,B-PP,O
,the,B-NP,O
,Seattle,I-NP,B-ORG
,Mariners,I-NP,I-ORG
,edged,B-VP,O
,the,B-NP,O
,New,I-NP,B-ORG
,York,I-NP,I-ORG
,Yankees,I-NP,I-ORG
,2-1,I-NP,O
,in,B-PP,O
,the,B-NP,O
,opener,I-NP,O
,of,B-PP,O
,a,B-NP,O
,three-game,I-NP,O
,series,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,New,B-NP,B-ORG
,York,I-NP,I-ORG
,starter,I-NP,O
,Jimmy,B-NP,B-PER
,Key,I-NP,I-PER
,left,B-VP,O
,the,B-NP,O
,game,I-NP,O
,in,B-PP,O
,the,B-NP,O
,first,I-NP,O
,inning,I-NP,O
,after,B-PP,O
,Seattle,B-NP,B-ORG
,shortstop,I-NP,O
,Alex,B-NP,B-PER
,Rodriguez,I-NP,I-PER
,lined,B-VP,O
,a,B-NP,O
,shot,I-NP,O
,off,B-PP,O
,his,B-NP,O
,left,I-NP,O
,elbow,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,The,B-NP,O
,Yankees,I-NP,B-ORG
,have,B-VP,O
,lost,I-VP,O
,12,B-NP,O
,of,B-PP,O
,their,B-NP,O
,last,I-NP,O
,19,I-NP,O
,games,I-NP,O
,and,O,O
,their,B-NP,O
,lead,I-NP,O
,in,B-PP,O
,the,B-NP,O
,AL,I-NP,B-MISC
,East,I-NP,B-MISC
,over,B-PP,O
,Baltimore,B-NP,B-ORG
,fell,B-VP,O
,to,B-PP,O
,five,B-NP,O
,games,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,At,B-PP,O
,California,B-NP,B-LOC
,",",O,O
,Tim,B-NP,B-PER
,Wakefield,I-NP,I-PER
,pitched,B-VP,O
,a,B-NP,O
,six-hitter,I-NP,O
,for,B-PP,O
,his,B-NP,O
,third,I-NP,O
,complete,I-NP,O
,game,I-NP,O
,of,B-PP,O
,the,B-NP,O
,season,I-NP,O
,and,O,O
,Mo,B-NP,B-PER
,Vaughn,I-NP,I-PER
,and,I-NP,O
,Troy,I-NP,B-PER
,O'Leary,I-NP,I-PER
,hit,B-VP,O
,solo,B-NP,O
,home,I-NP,O
,runs,B-VP,O
,in,B-PP,O
,the,B-NP,O
,second,I-NP,O
,inning,I-NP,O
,as,B-PP,O
,the,B-NP,O
,surging,I-NP,O
,Boston,I-NP,B-ORG
,Red,I-NP,I-ORG
,Sox,I-NP,I-ORG
,won,B-VP,O
,their,B-NP,O
,third,I-NP,O
,straight,I-NP,O
,4-1,I-NP,O
,over,B-PP,O
,the,B-NP,O
,California,I-NP,B-ORG
,Angels,I-NP,I-ORG
,.,I-NP,I-ORG
,.,.,0
,"
",I-NP,I-ORG
,Boston,B-NP,B-ORG
,has,B-VP,O
,won,I-VP,O
,seven,B-NP,O
,of,I-NP,O
,eight,I-NP,O
,and,O,O
,is,O,O
,20-6,B-NP,O
,since,B-SBAR,O
,August,B-NP,O
,2nd,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,The,B-NP,O
,Red,I-NP,B-ORG
,Sox,I-NP,I-ORG
,are,B-VP,O
,two,B-NP,O
,games,I-NP,O
,over,B-PP,O
,.500,B-NP,O
,for,B-PP,O
,the,B-NP,O
,first,I-NP,O
,time,I-NP,O
,this,B-NP,O
,season,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,In,B-PP,O
,Chicago,B-NP,B-LOC
,",",O,O
,Cal,B-NP,B-PER
,Eldred,I-NP,I-PER
,pitched,B-VP,O
,5-1/3,B-NP,O
,scoreless,I-NP,O
,innings,I-NP,O
,and,O,O
,John,B-NP,B-PER
,Jaha,I-NP,I-PER
,scored,B-VP,O
,one,B-NP,O
,run,B-VP,O
,and,O,O
,doubled,B-VP,O
,in,B-PP,O
,another,B-NP,O
,as,B-PP,O
,the,B-NP,O
,Milwaukee,I-NP,B-ORG
,Brewers,I-NP,I-ORG
,held,B-VP,O
,off,B-PRT,O
,the,B-NP,O
,slumping,I-NP,O
,Chicago,I-NP,B-ORG
,White,I-NP,I-ORG
,Sox,I-NP,I-ORG
,",",O,O
,3-2,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,Eldred,B-NP,O
,(,O,O
,6-5,B-NP,O
,),O,O
,walked,B-VP,O
,one,B-NP,O
,and,O,O
,struck,B-VP,O
,out,B-PRT,O
,three,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,Angel,B-NP,B-PER
,Miranda,I-NP,I-PER
,retired,B-VP,O
,one,B-NP,O
,batter,I-NP,O
,and,O,O
,Bob,B-NP,B-PER
,Wickman,I-NP,I-PER
,retired,B-VP,O
,the,B-NP,O
,next,I-NP,O
,four,I-NP,O
,but,O,O
,loaded,B-VP,O
,the,B-NP,O
,bases,I-NP,O
,in,B-PP,O
,the,B-NP,O
,eighth,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,In,B-PP,O
,Detroit,B-NP,B-LOC
,",",O,O
,Jim,B-NP,B-PER
,Thome,I-NP,I-PER
,'s,B-NP,O
,solo,I-NP,O
,homer,I-NP,O
,in,B-PP,O
,the,B-NP,O
,ninth,I-NP,O
,inning,I-NP,O
,snapped,B-VP,O
,a,B-NP,O
,tie,I-NP,O
,and,O,O
,Charles,B-NP,B-PER
,Nagy,I-NP,I-PER
,pitched,B-VP,O
,a,B-NP,O
,three-hitter,I-NP,O
,for,B-PP,O
,his,B-NP,O
,first,I-NP,O
,win,I-NP,O
,in,B-PP,O
,over,B-NP,O
,a,I-NP,O
,month,I-NP,O
,",",O,O
,leading,B-VP,O
,the,B-NP,O
,Cleveland,I-NP,B-ORG
,Indians,I-NP,I-ORG
,to,B-PP,O
,their,B-NP,O
,11th,I-NP,O
,straight,I-NP,O
,victory,I-NP,O
,over,B-PP,O
,the,B-NP,O
,Detroit,I-NP,B-ORG
,Tigers,I-NP,I-ORG
,",",O,O
,2-1,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,With,B-PP,O
,the,B-NP,O
,score,I-NP,O
,tied,B-VP,O
,1-1,B-NP,O
,in,B-PP,O
,the,B-NP,O
,ninth,I-NP,O
,",",I-NP,O
,Thome,I-NP,O
,hit,B-VP,O
,a,B-NP,O
,2-2,I-NP,O
,pitch,I-NP,O
,from,B-PP,O
,starter,B-NP,O
,Felipe,I-NP,B-PER
,Lira,I-NP,I-PER
,(,O,O
,6-11,B-NP,O
,),O,O
,over,B-PP,O
,the,B-NP,O
,left-field,I-NP,O
,fence,I-NP,O
,for,B-PP,O
,his,B-NP,O
,29th,I-NP,O
,homer,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,In,B-PP,O
,Toronto,B-NP,B-LOC
,",",O,O
,Juan,B-NP,B-PER
,Guzman,I-NP,I-PER
,allowed,B-VP,O
,three,B-NP,O
,runs,I-NP,O
,over,B-PP,O
,seven,B-NP,O
,innings,I-NP,O
,to,B-VP,O
,make,I-VP,O
,homers,B-NP,O
,by,B-PP,O
,Joe,B-NP,B-PER
,Carter,I-NP,I-PER
,and,I-NP,O
,Carlos,I-NP,B-PER
,Delgado,I-NP,I-PER
,stand,B-VP,O
,up,B-PRT,O
,as,B-PP,O
,the,B-NP,O
,surging,I-NP,O
,Toronto,I-NP,B-ORG
,Blue,I-NP,I-ORG
,Jays,I-NP,I-ORG
,held,B-VP,O
,off,B-PRT,O
,the,B-NP,O
,Minnesota,I-NP,B-ORG
,Twins,I-NP,I-ORG
,",",O,O
,5-3,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,Toronto,B-NP,B-LOC
,returned,B-VP,O
,home,B-ADVP,O
,from,B-PP,O
,a,B-NP,O
,10-game,I-NP,O
,road,I-NP,O
,trip,I-NP,O
,and,O,O
,won,B-VP,O
,for,B-PP,O
,the,B-NP,O
,eighth,I-NP,O
,time,I-NP,O
,in,B-PP,O
,nine,B-NP,O
,games,I-NP,O
,as,B-PP,O
,Guzman,B-NP,B-PER
,(,O,O
,11-8,B-NP,O
,),O,O
,allowed,B-VP,O
,nine,B-NP,O
,hits,I-NP,O
,and,O,O
,struck,B-VP,O
,out,B-PRT,O
,eight,B-NP,O
,without,B-PP,O
,a,B-NP,O
,walk,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,"
",-X-,O
,BASEBALL,B-NP,O
Sentence :3960,-,B-NP,O
,MAJOR,B-NP,B-MISC
,LEAGUE,I-NP,I-MISC
,RESULTS,I-NP,O
,MONDAY,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,NEW,B-NP,B-LOC
,YORK,I-NP,I-LOC
,"
",I-NP,I-LOC
,Results,B-NP,O
,of,B-PP,O
,Major,B-NP,B-MISC
,League,I-NP,I-MISC
,Baseball,I-NP,I-MISC
,games,I-NP,O
,"
",I-NP,O
,played,B-VP,O
,on,B-PP,O
,Monday,B-NP,O
,(,O,O
,home,B-NP,O
,team,I-NP,O
,in,B-PP,O
,CAPS,B-NP,O
,),O,O
,:,O,O
,"
",O,O
,American,B-NP,B-MISC
,League,I-NP,I-MISC
,"
",I-NP,I-MISC
,Cleveland,B-NP,B-ORG
,2,I-NP,O
,DETROIT,I-NP,B-ORG
,1,I-NP,O
,"
",I-NP,O
,BALTIMORE,B-VP,B-ORG
,12,B-NP,O
,Oakland,I-NP,B-ORG
,11,I-NP,O
,(,O,O
,10,B-NP,O
,innings,I-NP,O
,),O,O
,"
",O,O
,TORONTO,B-VP,B-ORG
,5,B-NP,O
,Minnesota,I-NP,B-ORG
,3,I-NP,O
,"
",I-NP,O
,Milwaukee,B-NP,B-ORG
,3,I-NP,O
,CHICAGO,I-NP,B-ORG
,2,I-NP,O
,"
",I-NP,O
,Boston,B-NP,B-ORG
,4,I-NP,O
,CALIFORNIA,I-NP,B-ORG
,1,I-NP,O
,"
",I-NP,O
,SEATTLE,B-NP,B-ORG
,2,I-NP,O
,New,I-NP,B-ORG
,York,I-NP,I-ORG
,1,I-NP,O
,"
",I-NP,O
,National,B-NP,B-MISC
,League,I-NP,I-MISC
,"
",I-NP,I-MISC
,SAN,B-NP,B-ORG
,FRANCISCO,I-NP,I-ORG
,1,I-NP,O
,Philadelphia,I-NP,B-ORG
,0,I-NP,O
,"
",I-NP,O
,St,B-NP,B-ORG
,Louis,I-NP,I-ORG
,3,I-NP,O
,HOUSTON,I-NP,B-ORG
,2,I-NP,O
,"
",I-NP,O
,COLORADO,B-NP,B-ORG
,9,I-NP,O
,Cincinnati,I-NP,B-ORG
,5,I-NP,O
,"
",I-NP,O
,"
",-X-,O
,TENNIS,B-NP,O
Sentence :3961,-,B-NP,O
,CHANG,B-NP,B-PER
,",",O,O
,WASHINGTON,B-NP,B-LOC
,ADVANCE,I-NP,O
,",",O,O
,TWO,B-NP,O
,WOMEN,B-VP,O
,'S,I-VP,O
,SEEDS,B-NP,O
,FALL,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Larry,B-NP,B-PER
,Fine,I-NP,I-PER
,"
",I-NP,I-PER
,NEW,B-NP,B-LOC
,YORK,I-NP,I-LOC
,1996-08-26,I-NP,O
,"
",I-NP,O
,Michael,B-NP,B-PER
,Chang,I-NP,I-PER
,is,B-VP,O
,playing,I-VP,O
,in,B-PP,O
,his,B-NP,O
,10th,I-NP,O
,U.S.,I-NP,B-MISC
,Open,I-NP,I-MISC
,and,O,O
,enjoying,B-VP,O
,his,B-NP,O
,highest,I-NP,O
,seeding,B-VP,O
,ever,B-ADVP,O
,",",O,O
,but,O,O
,the,B-NP,O
,24-year-old,I-NP,O
,American,I-NP,B-MISC
,had,B-VP,O
,to,I-VP,O
,overcome,I-VP,O
,a,B-NP,O
,case,I-NP,O
,of,B-PP,O
,the,B-NP,O
,jitters,I-NP,O
,Monday,B-NP,O
,before,B-SBAR,O
,winning,B-VP,O
,his,B-NP,O
,first-round,I-NP,O
,match,I-NP,O
,on,B-PP,O
,opening,B-NP,O
,day,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Chang,B-NP,B-PER
,",",O,O
,seeded,B-VP,O
,second,B-NP,O
,behind,B-PP,O
,defending,B-VP,O
,champion,B-NP,O
,Pete,I-NP,B-PER
,Sampras,I-NP,I-PER
,",",O,O
,took,B-VP,O
,two,B-NP,O
,hours,I-NP,O
,40,B-NP,O
,minutes,I-NP,O
,to,B-VP,O
,defeat,I-VP,O
,186th-ranked,B-NP,O
,Jaime,I-NP,B-PER
,Oncins,I-NP,I-PER
,of,B-PP,O
,Brazil,B-NP,B-LOC
,3-6,I-NP,O
,6-1,I-NP,O
,6-0,I-NP,O
,7-6,B-VP,O
,",",I-VP,O
,8-6,I-VP,O
,in,B-PP,O
,the,B-NP,O
,tiebreaker,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,"""",O,O
,I,B-NP,O
,was,B-VP,O
,pretty,B-ADJP,O
,tight,I-ADJP,O
,the,B-NP,O
,whole,I-NP,O
,match,I-NP,O
,",",O,O
,"""",O,O
,conceded,B-VP,O
,Chang,B-NP,B-PER
,",",O,O
,one,B-NP,O
,of,B-PP,O
,the,B-NP,O
,hottest,I-NP,O
,players,I-NP,O
,on,B-PP,O
,tour,B-NP,O
,this,B-NP,O
,summer,I-NP,O
,with,B-PP,O
,a,B-NP,O
,16-2,I-NP,O
,record,I-NP,O
,on,B-PP,O
,hardcourts,B-NP,O
,that,B-NP,O
,included,B-VP,O
,two,B-NP,O
,titles,I-NP,O
,and,O,O
,a,B-NP,O
,runner-up,I-NP,O
,finish,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,"""",O,O
,Everyone,B-NP,O
,has,B-VP,O
,moments,B-NP,O
,when,B-ADVP,O
,they,B-NP,O
,get,B-VP,O
,tight,B-ADVP,O
,.,B-ADVP,O
,.,.,0
,"
",B-ADVP,O
,Hopefully,B-ADVP,O
,",",O,O
,this,B-NP,O
,will,B-VP,O
,have,I-VP,O
,been,I-VP,O
,my,B-NP,O
,nerves,I-NP,O
,for,B-PP,O
,the,B-NP,O
,whole,I-NP,O
,tournament,I-NP,O
,.,I-NP,O
,.,.,0
,"""",O,O
,"
",O,O
,Joining,B-VP,O
,Chang,I-VP,B-PER
,into,B-PP,O
,the,B-NP,O
,second,I-NP,O
,round,I-NP,O
,was,B-VP,O
,Wimbledon,B-NP,B-MISC
,runner-up,I-NP,O
,MaliVai,I-NP,B-PER
,Washington,I-NP,I-PER
,",",O,O
,the,B-NP,O
,11th,I-NP,O
,seed,I-NP,O
,",",O,O
,who,B-NP,O
,also,B-ADVP,O
,needed,B-VP,O
,four,B-NP,O
,sets,I-NP,O
,to,B-VP,O
,get,I-VP,O
,past,B-PP,O
,talented,B-NP,O
,Moroccan,I-NP,B-MISC
,Karim,I-NP,B-PER
,Alami,I-NP,I-PER
,6-4,I-NP,O
,2-6,I-NP,O
,7-6,B-ADVP,O
,(,O,O
,7-5,B-NP,O
,),O,O
,6-1,B-ADVP,O
,.,B-ADVP,O
,.,.,0
,"
",B-ADVP,O
,Washington,B-NP,B-PER
,'s,I-NP,O
,win,B-VP,O
,was,I-VP,O
,not,O,O
,comfortable,B-ADJP,O
,",",O,O
,either,B-ADVP,O
,.,B-ADVP,O
,.,.,0
,"
",B-ADVP,O
,The,B-NP,O
,27-year-old,I-NP,O
,American,I-NP,B-MISC
,hurried,I-NP,O
,off,B-ADVP,O
,the,B-NP,O
,Stadium,I-NP,B-LOC
,Court,I-NP,I-LOC
,for,B-PP,O
,treatment,B-NP,O
,of,B-PP,O
,an,B-NP,O
,upset,I-NP,O
,stomach,I-NP,O
,after,B-SBAR,O
,his,B-NP,O
,two,I-NP,O
,and,I-NP,O
,a,I-NP,O
,half,I-NP,O
,hour,I-NP,O
,struggle,I-NP,O
,against,B-PP,O
,Alami,B-NP,B-PER
,.,B-NP,B-PER
,.,.,0
,"
",B-NP,B-PER
,"""",O,O
,Towards,B-NP,O
,the,B-NP,O
,end,I-NP,O
,of,B-PP,O
,my,B-NP,O
,match,I-NP,O
,my,B-NP,O
,stomach,I-NP,O
,felt,B-VP,O
,like,B-PP,O
,week-old,B-NP,O
,sushi,I-NP,O
,",",O,O
,"""",O,O
,said,B-VP,O
,Washington,B-NP,B-LOC
,.,I-NP,O
,"""",O,O
,"
",O,O
,Maybe,B-ADVP,O
,it,B-NP,O
,was,B-VP,O
,a,B-NP,O
,combination,I-NP,O
,of,B-PP,O
,the,B-NP,O
,heat,I-NP,O
,and,I-NP,O
,something,I-NP,O
,I,B-NP,O
,ate,B-VP,O
,.,B-VP,O
,.,.,0
,"""",O,O
,"
",O,O
,Chang,B-ADJP,B-PER
,and,O,O
,Washington,B-NP,B-PER
,were,B-VP,O
,the,B-NP,O
,only,I-NP,O
,men,I-NP,O
,'s,B-NP,O
,seeds,I-NP,O
,in,B-PP,O
,action,B-NP,O
,on,B-PP,O
,a,B-NP,O
,day,I-NP,O
,that,B-NP,O
,saw,B-VP,O
,two,B-NP,O
,seeded,I-NP,O
,women,I-NP,O
